tag,time,ex,ey,ez,ax,ay,az,lx,ly,lz,x,y,z
right_elbow_imu,3.741688,345.5793,236.9026,260.778,0.4086256,-9.193726,-1.236692,0.1973825,9.072631,-1.967107,-0.3438001,0.9824437,0.1066997
right_elbow_imu,3.791689,345.1117,236.7267,260.5208,0.3983259,-9.427114,-1.021987,0.4517375,9.220642,-2.202129,-0.3331774,0.9837996,0.1071981
right_elbow_imu,3.84169,344.457,236.8931,259.4488,0.2281904,-9.103031,-0.756076,0.8716811,8.819077,-2.225552,-0.3219843,0.9868979,0.1058062
right_elbow_imu,3.89169,343.7098,236.07,258.2188,-0.08332729,-9.048839,-0.4754573,1.451889,8.665505,-2.217122,-0.3109995,0.9918742,0.1032258
right_elbow_imu,3.941691,343.0865,234.555,257.9146,-0.3589153,-9.443183,-0.146091,2.001719,8.923109,-2.386475,-0.300912,0.9977424,0.1002801
right_elbow_imu,3.991692,342.9901,234.2348,258.0258,-0.5789995,-9.86187,0.04940629,2.353568,9.272921,-2.463327,-0.2922719,1.003456,0.09745789
right_elbow_imu,4.041691,343.3302,234.1051,258.3214,-0.7443666,-10.7151,0.1613975,2.662768,10.08029,-2.586678,-0.2854928,1.006882,0.0950392
right_elbow_imu,4.09169,343.8753,233.2778,258.9191,-0.9232759,-11.06295,0.2648205,2.823733,10.44124,-2.513693,-0.2810219,1.00715,0.09328256
right_elbow_imu,4.141689,344.6015,232.3668,259.5098,-0.5021811,-10.64415,0.0462383,2.223762,10.1245,-2.47015,-0.2778065,1.005308,0.09164152
right_elbow_imu,4.191689,345.3153,231.7277,259.9193,-0.7887721,-10.24222,-0.1106322,2.160224,9.856064,-1.931088,-0.2765629,1.002361,0.08972389
right_elbow_imu,4.241688,345.8636,231.4679,260.0932,-0.8169651,-9.924526,-0.4395097,1.856797,9.671707,-1.538645,-0.2773618,0.9991022,0.0867075
right_elbow_imu,4.291687,346.1111,231.2553,260.1913,-0.8847594,-9.910007,-0.611338,1.758564,9.720255,-1.337502,-0.2803726,0.9955684,0.08216275
right_elbow_imu,4.341686,345.8411,231.0747,259.8742,-0.9209037,-9.809942,-0.7067263,1.750552,9.638158,-1.274411,-0.2856856,0.9920098,0.07585119
right_elbow_imu,4.391685,345.1354,231.0446,259.1385,-0.8089066,-9.753604,-0.7044226,1.789738,9.535769,-1.466109,-0.2930209,0.9885671,0.06777858
right_elbow_imu,4.441685,344.3197,231.2405,258.2648,-0.544548,-9.574313,-0.5288586,1.846411,9.239855,-1.860046,-0.3017176,0.9856887,0.05838382
right_elbow_imu,4.491684,343.6289,231.7558,257.2503,-0.2311587,-9.318442,-0.307177,1.900516,8.844039,-2.269849,-0.3109922,0.9840142,0.04822112
right_elbow_imu,4.541683,343.0413,231.7822,256.3706,0.1216173,-9.320111,-0.04427433,1.989087,8.670395,-2.783714,-0.3199627,0.9835393,0.03794773
right_elbow_imu,4.591682,342.4587,231.5001,255.537,0.402689,-9.488006,0.2177143,2.147806,8.648643,-3.28934,-0.3279265,0.9838445,0.02821862
right_elbow_imu,4.641682,342.0172,231.4156,254.7242,0.5245566,-9.628577,0.4487514,2.379568,8.622947,-3.628861,-0.3345789,0.9845783,0.0196114
right_elbow_imu,4.691681,341.5025,231.1099,254.0219,0.5582094,-9.678741,0.5731106,2.549197,8.555524,-3.823977,-0.3398358,0.9856151,0.01243695
right_elbow_imu,4.74168,341.1627,230.8456,253.4672,0.5215526,-9.732265,0.6351818,2.703602,8.534415,-3.904727,-0.3437888,0.9868214,0.006850453
right_elbow_imu,4.791679,341.0254,231.0556,252.9095,0.4034519,-9.831853,0.6840576,2.927463,8.574072,-3.900172,-0.3467332,0.9879479,0.002974103
right_knee_imu,0.04166667,12.47438,258.1077,88.7448,-0.02231598,-9.787329,-0.0215888,-0.1926836,-9.548674,2.139758,-0.1639304,0.2691105,0.09468603
right_knee_imu,0.09166667,12.5533,258.1345,88.79997,0.004929304,-9.822424,-0.01880825,-0.1813799,-9.586124,2.133947,-0.1639739,0.2690862,0.09458504
right_knee_imu,0.1416667,12.76991,258.1808,89.06837,-0.004279613,-9.819706,-0.0880152,-0.07036765,-9.572035,2.19218,-0.1640281,0.2690125,0.09426401
right_knee_imu,0.1916667,13.1831,257.9342,89.69479,-0.04547834,-9.821482,-0.1476705,0.0840545,-9.546052,2.313281,-0.1641959,0.2688852,0.0935738
right_knee_imu,0.2416668,13.7121,257.7883,90.63789,-0.08701682,-9.829313,-0.4241586,0.5019819,-9.502742,2.49976,-0.1645813,0.2686845,0.0918232
right_knee_imu,0.2916667,14.16253,257.5474,91.14404,-0.07010698,-9.795458,-0.3232539,0.4894314,-9.45604,2.530651,-0.165142,0.2684953,0.08926446
right_knee_imu,0.3416667,14.49686,257.6345,91.08268,-0.09307861,-9.802599,0.1200765,0.04181935,-9.475079,2.516984,-0.1659354,0.2682995,0.08700591
right_knee_imu,0.3916666,14.80647,258.0784,90.72858,-0.1688123,-9.846539,0.2476573,-0.1564867,-9.493204,2.626559,-0.1671508,0.2679874,0.08536651
right_knee_imu,0.4416666,15.08566,258.3915,90.36366,-0.1486659,-9.86249,0.5176067,-0.4765472,-9.515035,2.606882,-0.1687378,0.267519,0.08502112
right_knee_imu,0.4916665,15.28877,257.7271,89.87365,-0.08965731,-9.842153,0.4694015,-0.4986704,-9.495966,2.583479,-0.170549,0.2669453,0.08584924
right_knee_imu,0.5416665,15.15306,257.2581,89.12223,0.01971126,-9.827454,0.2620101,-0.3968026,-9.500933,2.494545,-0.172311,0.2663029,0.08733238
right_knee_imu,0.5916665,14.61565,257.7205,88.36909,0.2142966,-9.909756,0.1753479,-0.4003924,-9.64384,2.261862,-0.1735372,0.2653862,0.08925389
right_knee_imu,0.6416664,14.14063,259.0201,88.05164,0.3074884,-9.910948,0.1219809,-0.3905954,-9.682378,2.10603,-0.1739946,0.2641921,0.09148036
right_knee_imu,0.6916664,13.93087,260.3879,88.3282,0.2601504,-9.761936,0.02571344,-0.260173,-9.534062,2.097075,-0.1738017,0.2630931,0.09377111
right_knee_imu,0.7416663,13.85583,261.8717,89.06654,0.1807392,-9.538765,-0.1642436,0.03664193,-9.300322,2.13317,-0.173157,0.2626472,0.09565125
right_knee_imu,0.7916663,13.7432,261.9377,89.68081,0.02997518,-9.239717,-0.4296988,0.3796934,-8.970178,2.224796,-0.1724373,0.2636021,0.09645714
right_knee_imu,0.8416662,13.20942,261.3853,90.03658,0.06824732,-9.250684,-0.3964156,0.4079185,-9.007515,2.105999,-0.171547,0.2659302,0.09627199
right_knee_imu,0.8916662,13.25327,261.7008,91.26894,-0.05082488,-9.468586,-0.1255572,0.3206346,-9.195875,2.237324,-0.1707837,0.2690869,0.09577295
right_knee_imu,0.9416661,14.48015,263.5838,94.0257,-0.0459075,-9.625299,0.4858106,0.1677292,-9.332969,2.39836,-0.1701352,0.2726803,0.09648844
right_knee_imu,0.9916661,16.33493,270.3553,99.8389,0.6864846,-9.683687,1.983282,-0.337925,-9.682568,2.076594,-0.1677705,0.2765645,0.1021621
right_knee_imu,1.041666,16.89432,278.7987,104.9169,1.334065,-9.538538,3.089854,-0.7350822,-9.895354,1.962737,-0.1620707,0.2811023,0.1155605
right_knee_imu,1.091666,17.23231,282.7907,106.1031,1.737386,-9.881277,2.981785,-0.4605665,-10.27498,1.939582,-0.1520273,0.285437,0.1364132
right_knee_imu,1.141666,16.86428,283.908,103.8595,1.629436,-10.38005,2.015841,0.1757446,-10.516,1.961362,-0.1379104,0.2883215,0.1623056
right_knee_imu,1.191666,16.43786,284.1409,101.2366,0.172621,-10.33921,0.02372861,1.877334,-9.784079,2.770752,-0.123362,0.289858,0.1882574
right_knee_imu,1.241666,17.09786,284.4398,100.5937,-1.09953,-9.902568,-1.924682,3.810077,-8.741505,3.470404,-0.1115623,0.2911381,0.2093974
right_knee_imu,1.291666,17.93348,285.0477,101.3078,-2.064586,-9.567768,-2.908885,4.990345,-7.896322,4.124439,-0.1049241,0.2929988,0.2232652
right_knee_imu,1.341666,17.58319,286.0068,101.1536,-1.805702,-9.523924,-2.616221,4.652778,-8.024088,3.843969,-0.1028002,0.2955497,0.2305924
right_knee_imu,1.391666,16.95427,286.071,100.1688,-0.6469071,-9.904177,-1.49833,3.255362,-8.979729,3.085996,-0.1022936,0.2978401,0.2341738
right_knee_imu,1.441666,16.37854,286.4372,99.76767,-0.09691119,-10.19799,-0.7960558,2.445724,-9.544905,2.748716,-0.1020292,0.2991356,0.2357651
right_knee_imu,1.491666,15.78234,287.3028,100.1474,0.3850549,-9.801979,-0.2111673,1.768174,-9.384817,2.251769,-0.1008022,0.3004261,0.2368285
right_knee_imu,1.541666,14.87705,288.6055,100.9975,0.3620476,-9.121449,-0.01622438,1.600505,-8.760682,2.005267,-0.09867004,0.3034129,0.2378513
right_knee_imu,1.591666,13.6819,289.2485,101.8862,0.01642704,-8.651085,-0.458926,2.158093,-8.175859,1.884184,-0.09649684,0.3092721,0.2377267
right_knee_imu,1.641665,12.79752,288.6079,103.4369,-0.06396472,-9.072954,-0.9717882,2.98442,-8.440372,1.766446,-0.09448355,0.3169489,0.2351728
right_knee_imu,1.691665,12.44844,286.8503,106.7255,-0.3549278,-9.566767,-1.416439,4.089673,-8.541544,1.992993,-0.09335759,0.3252088,0.2290777
right_knee_imu,1.741665,12.57091,285.5612,111.7331,-0.70149,-9.962566,-2.301848,5.830508,-8.130012,2.225198,-0.09398534,0.3330622,0.217228
right_knee_imu,1.791665,12.87112,283.9928,117.8186,-1.007631,-9.837587,-3.345847,7.544901,-6.820011,2.355878,-0.09713218,0.3408217,0.1970137
right_knee_imu,1.841665,14.78429,280.0829,123.2666,-0.8138329,-9.387202,-4.375595,8.694992,-5.140286,2.429482,-0.1023136,0.3496132,0.1658604
right_knee_imu,1.891665,16.71517,274.2194,124.3053,-0.0218451,-9.935923,-5.389722,9.865467,-4.919432,2.498782,-0.1075496,0.3580648,0.1212327
right_knee_imu,1.941665,16.68,267.3302,119.4827,0.5644143,-11.16173,-5.996552,10.53965,-6.417582,2.931197,-0.1113746,0.3631122,0.06161375
right_knee_imu,1.991665,15.26493,258.6539,110.2576,0.8559853,-12.14026,-6.367955,10.03276,-8.665284,3.595278,-0.1130596,0.3623089,-0.01392514
right_knee_imu,2.041666,11.37537,248.9649,98.44508,0.9784997,-12.42089,-9.420154,10.76132,-10.22053,4.869341,-0.1122984,0.3549534,-0.1130144
right_knee_imu,2.091666,4.656075,240.887,85.1738,0.7855356,-10.501,-3.133183,2.233625,-10.6239,1.687755,-0.1095734,0.3458454,-0.2199366
right_knee_imu,2.141667,357.5225,234.9368,72.58814,1.100507,-7.004423,-3.344979,1.108487,-7.727807,0.7171071,-0.104097,0.3437263,-0.3352213
right_knee_imu,2.191668,352.6841,234.3854,60.51884,1.547387,-4.360886,0.1690483,-1.378896,-3.990792,-1.900669,-0.09475225,0.355205,-0.4500833
right_knee_imu,2.241668,351.6131,238.2249,50.13522,1.167929,-3.30698,3.973222,-3.92914,-0.3949329,-3.534484,-0.08248764,0.3829163,-0.5550123
right_knee_imu,2.291669,352.7805,241.8812,43.889,0.3521472,-5.054588,7.289014,-7.616353,1.36343,-4.351421,-0.06934265,0.4224911,-0.6417188
right_knee_imu,2.34167,352.6458,242.1551,41.98495,-0.5795375,-8.987398,9.151721,-11.86176,0.5758334,-4.881615,-0.05764651,0.4640974,-0.705546
right_knee_imu,2.39167,350.4331,239.7211,43.13462,-1.288493,-12.72188,9.129524,-14.56599,-1.95303,-5.556299,-0.0491716,0.498399,-0.7465493
right_knee_imu,2.441671,348.9839,237.2721,45.67673,-1.373281,-15.38225,8.164835,-15.55956,-5.038377,-6.138311,-0.04412989,0.518745,-0.7671406
right_knee_imu,2.491672,349.4745,236.3791,48.27383,-1.226881,-15.91689,6.848335,-14.84191,-7.054039,-5.631228,-0.04215539,0.5237988,-0.770611
right_knee_imu,2.541672,350.8048,235.7094,51.89842,-1.114185,-14.70775,5.672884,-12.91669,-7.859512,-4.596542,-0.04296635,0.5165831,-0.7598992
right_knee_imu,2.591673,352.6163,234.5334,57.60447,-1.005375,-13.2503,4.998541,-10.82687,-8.375854,-3.767035,-0.04629074,0.5007418,-0.7366911
right_knee_imu,2.641674,355.7043,233.9209,65.65802,-0.9217352,-12.10862,4.938817,-9.041423,-8.98455,-3.064432,-0.05191948,0.4791289,-0.7011359
right_knee_imu,2.691674,0.1732173,234.5554,75.37789,-0.8393764,-10.91762,5.171561,-7.305523,-9.384289,-2.282233,-0.05964665,0.4547219,-0.6526518
right_knee_imu,2.741675,4.83239,235.6327,85.79072,-0.8836344,-9.778256,5.214,-5.518532,-9.550709,-1.382303,-0.06958292,0.4303693,-0.5911327
right_knee_imu,2.791676,9.361932,238.43,95.47713,-0.9752497,-8.84654,4.687071,-3.625067,-9.381557,-0.1622683,-0.0819573,0.4084003,-0.5178959
right_knee_imu,2.841676,12.77518,244.1141,102.9741,-0.8895725,-8.546872,3.538096,-1.57198,-9.084738,1.164015,-0.09655562,0.3895642,-0.4358139
right_knee_imu,2.891677,14.80789,250.9063,108.341,-0.5144298,-8.739241,1.814818,0.8797249,-8.638484,2.12961,-0.11244,0.3733799,-0.3491949
right_knee_imu,2.941678,16.06266,257.276,111.4334,0.2183914,-9.148331,-0.02574921,3.301591,-8.209856,2.331975,-0.1277784,0.3588249,-0.2626402
right_knee_imu,2.991678,16.36852,263.8535,112.2317,1.011309,-9.457607,-1.523423,5.025403,-8.005417,1.857053,-0.1405886,0.3451258,-0.1798941
right_knee_imu,3.041679,16.22487,267.869,110.435,1.625836,-9.497685,-2.858863,6.065882,-7.924502,1.195799,-0.1493341,0.3321825,-0.1042951
right_knee_imu,3.09168,15.52003,268.1521,105.9438,1.778489,-9.411413,-4.097471,6.604879,-8.00203,0.9328253,-0.1536334,0.3202107,-0.03893984
right_knee_imu,3.14168,15.52636,265.5402,100.8429,1.551735,-9.220262,-5.230157,6.968347,-8.02139,1.369369,-0.1540534,0.3096882,0.01334006
right_knee_imu,3.191681,16.34091,263.9232,98.39088,0.9136319,-8.854122,-5.65487,6.911165,-7.657093,2.19378,-0.1521893,0.3015304,0.05148277
right_knee_imu,3.241682,17.13407,263.9256,97.41535,-0.6775022,-8.717508,-5.634263,6.511555,-7.176109,3.781812,-0.152019,0.2960788,0.07553983
right_knee_imu,3.291682,16.91982,263.1125,95.37608,-0.2438247,-9.344192,-4.098423,4.839424,-8.309358,3.421269,-0.1524582,0.2917668,0.08935083
right_knee_imu,3.341683,16.69805,261.2301,93.55267,-0.2811491,-9.769352,-2.464875,2.9568,-9.003667,3.433121,-0.1536003,0.2875314,0.09699964
right_knee_imu,3.391684,16.44104,260.1747,92.40812,-0.2578855,-10.15279,-1.267225,1.607127,-9.54544,3.324645,-0.1553871,0.282414,0.1014804
right_knee_imu,3.441684,16.23718,259.4894,91.72712,0.8609235,-10.13698,-0.3399849,0.7910555,-9.932663,2.081275,-0.1550217,0.2764542,0.1051112
right_knee_imu,3.491685,16.20517,260.0157,91.65775,0.1034617,-9.385438,-0.4307836,0.7029623,-9.003571,2.593142,-0.1543975,0.2715307,0.107665
right_knee_imu,3.541686,16.13634,260.5257,91.67094,-0.2224088,-9.170515,-0.3419101,0.555149,-8.720136,2.813502,-0.1543294,0.268181,0.1093641
right_knee_imu,3.591686,15.8132,260.6071,91.47765,-0.08800626,-9.217353,-0.264734,0.4745222,-8.823792,2.636858,-0.1544813,0.2662879,0.1104013
right_knee_imu,3.641687,15.30257,260.7383,90.92645,-0.0166893,-9.373409,0.03216267,0.1117115,-9.037477,2.484691,-0.1546749,0.2654613,0.1115189
right_knee_imu,3.691688,14.74006,261.2844,90.24464,0.09853244,-9.527596,0.2598584,-0.2024338,-9.249794,2.291876,-0.1546222,0.2653157,0.1132862
right_knee_imu,3.741688,14.57422,261.8497,90.20811,0.1370549,-9.484226,0.2349555,-0.1796517,-9.222285,2.223011,-0.1542268,0.2659595,0.1156408
right_knee_imu,3.791689,14.09831,262.6293,90.77129,0.220114,-9.73093,-0.1017869,0.2568919,-9.485224,2.171267,-0.1532812,0.266776,0.117741
right_knee_imu,3.84169,13.9327,263.1027,91.90354,0.1157343,-9.68364,-0.5773604,0.8993217,-9.385018,2.287425,-0.1520462,0.2678834,0.1183978
right_knee_imu,3.89169,13.88881,262.7644,93.20538,-0.1318097,-9.477611,-0.9954542,1.48042,-9.070449,2.523642,-0.1511407,0.2697967,0.116566
right_knee_imu,3.941691,13.90804,262.752,94.08644,-0.07408261,-9.507759,-0.8416533,1.47808,-9.103647,2.459736,-0.1504205,0.2724407,0.11263
right_knee_imu,3.991692,13.9882,262.7118,94.79815,-0.2258062,-9.526558,-0.3179997,1.053665,-9.124004,2.559265,-0.1502647,0.2757683,0.107899
right_knee_imu,4.041691,14.1513,262.2545,94.98772,-0.1054168,-9.89253,0.1615882,0.6585646,-9.551027,2.498729,-0.1503725,0.2788645,0.103572
right_knee_imu,4.09169,13.99518,262.5313,93.96721,0.2007425,-10.53632,0.6461084,0.09900143,-10.30987,2.273484,-0.1499785,0.28012,0.1008603
right_knee_imu,4.141689,13.91978,262.0125,93.30244,0.2263725,-10.45484,0.428161,0.1966149,-10.22171,2.239707,-0.1490185,0.2797383,0.09921893
right_knee_imu,4.191689,13.35729,261.1153,92.94649,0.06664991,-10.22015,0.3111273,0.2157848,-9.97209,2.250266,-0.1478919,0.2783063,0.09835542
right_knee_imu,4.241688,13.4095,260.9047,92.63388,-0.223428,-9.981091,0.1612186,0.2497801,-9.662458,2.50452,-0.1473239,0.2764215,0.09789495
right_knee_imu,4.291687,13.57794,261.4229,92.42504,-0.2001047,-9.792072,0.2070397,0.1667313,-9.480633,2.461185,-0.1472561,0.2745566,0.09795208
right_knee_imu,4.341686,13.85154,260.7883,92.16729,-0.2195418,-9.684176,0.002112985,0.3164195,-9.345475,2.528539,-0.1477372,0.2729812,0.0980145
right_knee_imu,4.391685,14.179,260.6694,91.98101,-0.2244353,-9.800191,0.09554625,0.1961214,-9.450047,2.600277,-0.1487794,0.2714054,0.09831578
right_knee_imu,4.441685,14.51152,260.3181,91.75646,0.0195086,-9.79932,0.2093285,0.08822881,-9.502098,2.402763,-0.1497728,0.2698312,0.09914038
right_knee_imu,4.491684,14.7965,260.5242,91.53932,-0.06756783,-9.685726,0.02221763,0.2181045,-9.345969,2.534506,-0.1509351,0.2685427,0.1000205
right_knee_imu,4.541683,15.08599,260.578,91.32275,-0.108701,-9.634884,0.07027984,0.127074,-9.277458,2.600086,-0.1523692,0.2676671,0.1010764
right_knee_imu,4.591682,15.3022,260.6569,91.05361,0.02681613,-9.719069,0.02373457,0.153466,-9.381269,2.535721,-0.1537362,0.2669937,0.1021915
right_knee_imu,4.641682,15.49861,260.5115,90.85356,0.07629991,-9.742374,-0.00512898,0.1577881,-9.406693,2.531603,-0.1549125,0.2664644,0.1032939
right_knee_imu,4.691681,15.72263,260.5807,90.83495,0.05528331,-9.722586,-0.07980466,0.2243115,-9.367782,2.594708,-0.1559506,0.2661287,0.1041967
right_knee_imu,4.74168,15.96338,260.5743,90.94041,0.04420877,-9.746941,-0.1342952,0.2936079,-9.373468,2.659847,-0.1568781,0.2659256,0.1047639
right_knee_imu,4.791679,16.19785,260.5073,91.10452,0.05912781,-9.758289,-0.1805156,0.3685546,-9.37353,2.694711,-0.1576578,0.2658267,0.1048797
