tag,time,ex,ey,ez,ax,ay,az,lx,ly,lz,x,y,z
right_wrist_imu,3.741688,343.9438,226.7252,265.2731,0.4733086,-9.17675,-1.436552,-0.6243895,9.078157,-1.922936,1.34641,0.9060046,0.05592111
right_wrist_imu,3.791689,343.8709,225.637,265.4627,0.4985809,-9.413619,-1.000921,-0.3379309,9.194028,-2.285252,1.356929,0.9073749,0.0556678
right_wrist_imu,3.84169,343.6692,225.8858,264.6147,0.2841949,-9.087272,-0.7997915,0.05914042,8.853343,-2.216723,1.368159,0.9105271,0.05341502
right_wrist_imu,3.89169,342.3767,225.3943,263.2093,-0.0328064,-9.007401,-0.5201772,0.6841189,8.682348,-2.356658,1.379307,0.9156607,0.04986179
right_wrist_imu,3.941691,340.6977,223.8648,262.859,-0.3590107,-9.419341,0.129512,1.457387,8.828548,-2.966913,1.389557,0.921746,0.04663235
right_wrist_imu,3.991692,340.6128,223.6768,262.8213,-0.5669594,-9.860582,0.1320571,1.671962,9.263405,-2.993993,1.39839,0.9276798,0.04373304
right_wrist_imu,4.041691,341.3339,223.9745,262.7881,-0.7483482,-10.74092,0.2487391,1.996813,10.1143,-3.114969,1.405352,0.9312613,0.04145559
right_wrist_imu,4.09169,341.8876,223.2576,262.9765,-0.939703,-11.11793,0.3205419,2.204958,10.50385,-3.0662,1.409964,0.931548,0.03997948
right_wrist_imu,4.141689,342.9563,222.2459,263.5145,-0.5289078,-10.69111,0.05584359,1.591286,10.19922,-2.833122,1.413255,0.9296069,0.03864299
right_wrist_imu,4.191689,344.3276,221.1317,264.2762,-0.8252621,-10.27755,-0.1947567,1.496508,9.982246,-2.112437,1.414482,0.9264719,0.03681961
right_wrist_imu,4.241688,345.0057,220.3348,264.6909,-0.7715702,-9.929891,-0.4783958,1.185515,9.747481,-1.734437,1.41378,0.9230123,0.03380023
right_wrist_imu,4.291687,344.8392,219.689,264.9207,-0.8185863,-9.88812,-0.6248564,1.098179,9.7475,-1.61735,1.411032,0.9193323,0.02921872
right_wrist_imu,4.341686,344.1958,219.1278,264.7518,-0.9019375,-9.77797,-0.7422811,1.119398,9.658281,-1.561337,1.406029,0.9157073,0.0227815
right_wrist_imu,4.391685,343.045,219.6059,263.9643,-0.8220673,-9.712358,-0.6755918,1.210428,9.520332,-1.833142,1.398971,0.9123015,0.0146553
right_wrist_imu,4.441685,341.7169,220.3518,262.9969,-0.5563736,-9.526558,-0.4730484,1.24728,9.188228,-2.304252,1.390522,0.9095793,0.005346485
right_wrist_imu,4.491684,340.8321,221.0397,262.0427,-0.2897263,-9.291263,-0.3240779,1.240376,8.832214,-2.640099,1.381349,0.908129,-0.004772527
right_wrist_imu,4.541683,339.9836,220.9303,261.372,0.09536743,-9.301825,-0.0763005,1.190257,8.657712,-3.188465,1.372414,0.9079241,-0.01508229
right_wrist_imu,4.591682,339.1822,220.4097,260.6392,0.415802,-9.480662,0.1991889,1.232043,8.626503,-3.763122,1.364518,0.9085175,-0.02489408
right_wrist_imu,4.641682,338.3881,220.2141,259.8897,0.5320072,-9.633322,0.4135287,1.39246,8.602424,-4.161055,1.357953,0.9095276,-0.03367205
right_wrist_imu,4.691681,337.5455,219.0786,259.6681,0.5969048,-9.680505,0.5544654,1.437319,8.51879,-4.443004,1.35288,0.9108365,-0.04106386
right_wrist_imu,4.74168,336.7925,217.8807,259.5698,0.5747318,-9.731312,0.6358072,1.496028,8.476304,-4.620316,1.349243,0.912317,-0.04686615
right_wrist_imu,4.791679,336.4197,217.8101,259.0487,0.4011154,-9.840174,0.6862789,1.755335,8.525046,-4.658691,1.34661,0.9136972,-0.05095274
